sku,store,attribute_set,_type,_category,_root_category,websites,category_ids,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,grape,wine_year,wine_land,type_of_wine,wine_region,wine_appellation,wine_chateau,wine_classification,wine_drinkstaduim,wine_flavor_type,wine_score,wine_resources_score,product_type_id,store_id,in_depth,model,_product_websites
122,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Tweede wijn van Château Cantenac Brown – Troisième Grand Cru Classé. Gebouwd in de eerste helft van de negentiende eeuw en bekend om zijn elegante wijnen met een mooi bouquet en finesse, waarin de frisse en rijke natuur van Margaux is samengebracht met de charmante kwaliteiten van Saint Julien.",,,1,,,,inner,,,,,,,,Brio de Cantenac Brown - Margaux,,,Block after Info Column,,18.85,,Fraaie neus van zwart fruit met een vleugje getoast brood, de zachte kruidige inzet wordt gevolgd door een subtiel spel van soepele tannines en een mooie frisheid. Een heerlijke Margaux om nu al te drinken.,,,,,1,2,,2,,,,4,75,,75,15,15,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc",2007,Frankrijk,Rood,Bordeaux,Margaux,Château Cantenac Brown,,Tweede wijn,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,simple,1,test in depth,,base
123,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Château Phélan-Ségur is het werk van een Ierse ondernemer die zich in Saint-Estèphe heeft gevestigd - Frank Phélan. In deze tweede wijn die naar hem vernoemd is vinden we nuances van bosgrond, eiken, zwarte bessen en een vleugje aarde; hij is zacht en rond in de mond en heeft een verfijnde lange afdronk.
",,,1,,,,inner,,,,,,,,Frank Phélan - Saint Estèphe,,,Block after Info Column,,19.5,,"Frank Phélan is niet alleen een schitterende Saint Estèphe, maar ook de naam van een opmerkelijke wijnboer, een Ierse ondernemer die zich in Saint-Estèphe heeft gevestigd.",,,,,,1,2,,1,,,,4,75,,75,24,24,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc",2008,Frankrijk,Rood,Bordeaux,Saint Estèphe,Château Phélan-Ségur,Tweede wijn,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,simple,1,test in depth,,base
124,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Mooie diep paarse kleur. Zuivere neus met aroma's van donker fruit. Veel concentratie in de smaak, soepel en aanhoudend. Goed evenwicht tussen fruit, tannine, lichte drop aroma’s en florale tonen. Samenstelling: 55% merlot, 25% cabernet sauvignon, 15% cabernet franc en 5% petit verdot. 15 maanden gerijpt op eiken vaten.",,,1,,,,inner,,,,,,,,Château Tour des Termes - Saint Estèphe,,,Block after Info Column,,18.95,,Al 5 generaties wordt er door de familie Anney een Cru Bourgeois gemaakt in Saint Estèphe die ons verrast door de zeer gunstige prijs/kwaliteitverhouding. ,,,,,,1,2,,,,,,4,75,12,12,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"Merlot, Cabernet Sauvignon, Cabernet Franc, Petit Verdot",2008,Frankrijk,Rood,Bordeaux,Saint Estèphe,Château Tour des Termes 2008,,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,simple,1,test in depth,,base
125,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,Tweede wijn Château Suduiraut – Grand Cru Classé ,,,1,,,,inner,,,,,,,,Les Lions de Suduiraut - Sauternes,,,Block after Info Column,,19.85,,"Mooi frisse en fruitige dessertwijn, mooi zoet dankzij de ‘edele rotting’ maar met minder restsuiker dan gebruikelijk.",,,,,,1,2,1,,,,,4,75,75,6,6,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"Sauvignon Blanc, Sémillon",2009,Frankrijk,Wit,Bordeaux,Sauternes,Château Suduiraut,Tweede wijn,"Op dronk, nog zeker 10 jaar op te leggen",Zoet en dessertwijn,,,simple,1,test in depth,,base
126,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Een genereuze levendige champagne met een rijpe lange en vorstelijke finale. De derde generatie van de familie Baron - drie zussen - zet in Charly sur Marne een champage neer die zich moeiteloos kan meten met de grote namen. Hun champagnes zijn samengesteld uit 3 druivenvariëteiten (chardonnay, pinot noir en pinot meunier), een melange waarmee het huis zeer succesvol is. Bij Baron Albert verlaat geen fles de kelder voordat hij 3 tot 4 jaar zorgvuldig is opgevoed.",,,1,,,,inner,,,,,,,,Champagne Baron Albert Carte d'Or Brut,,,Block after Info Column,,19.95,,"De huischampagne van Vanouds de Zwaan. Heerlijk droog met een fijne mousse. Het Champagnehuis Baron Albert is al 3 generaties stevig geworteld op de kalkachtige, zonovergoten hellingen van Grand Porteron.",,,,,,1,2,1,,,,,4,75,75,6,6,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"Chardonnay, Pinot Noir, Pinot Meunier",,Frankrijk,Mousserend,Champagne,,Baron Albert,,Op dronk,Fris en droog,,,simple,1,test in depth,,base
127,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Tweede wijn Château Giscours – Troisième Grand Cru Classé. Dit grote chateau ligt op 20 kilometer van Bordeaux; het oorspronkelijke terroir ligt op drie belangrijke heuveltoppen, waarvan de Cantelaude-kam oost/west georiënteerd is wat een ideale richting is voor maximale zonneschijn, waardoor de wijnen veel concentratie hebben en een gespierde rijke opbouw met veel tannines.", het oorspronkelijke terroir ligt op drie belangrijke heuveltoppen,,1,,,,inner,,,,,,,,La Sirène de Giscours - Margaux,,,,,21.95,21.95,"Deze wijn ademt een verleidelijk aroma van rood, rijp fruit begeleid met wat vleugjes menthol. De mond is soepel, fruitig en elegant met een frisse en kruidige afdronk.",,,,,,1,2,2,,1,,,4,75,75,,75,10,10,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot",2007,Frankrijk,Rood,Bordeaux,Margaux,Château Giscours,Tweede wijn,"Op dronk, nog enkele jaren op te leggen",Vol en soepel,,,simple,1,test in depth,,base
128,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Dit landgoed is eigendom van de familie Delon, die ook Léoville Las Cases en Potensac bezitten. Een ideale ligging ten opzichte van de zon zorgt voor perfecte omstandigheden voor de rijping van de druiven. Neus van zwarte kersen, pruim en kreupelhout; in de mond weelderig met een sappige textuur en zoete tannines.",,,1,,,,inner,,,,,,,,La Fugue de Nénin - Pomerol,,,Block after Info Column,,21.95,,"Een geweldige Pomerol, zeer robuust, warm en zeer aromatisch. ",,,,,,1,2,,1,,,,4,75,,75,21,21,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Merlot, Cabernet Franc",2006,Frankrijk,Rood,Bordeaux,Pomerol,Château Nénin,Tweede wijn,Op dronk,Vol en soepel,,,simple,1,test in depth,,base
129,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Zeer rijke en volle structuur, 11 maanden op eikenhout gerijpt, neus van vanille, stokbrood, rijp fruit en boter; in de mond tonen van perzik, amandel en vanille. Het familiebedrijf Charles Ninot ligt 7 kilometer ten zuidwesten van Beaune en is slechts 6 ha. groot. Charles Ninot legt zich toe op de productie van moderne, goede wijnen met behoud van de traditionele smaak van Bourgogne. Dat hij daar zeer goed in slaagt blijkt wel uit zijn verkiezing in 2001 tot één van de 500 beste wijnproducenten van Frankrijk.",,,1,,,,inner,,,,,,,,Meursault Charles Ninot,,,Block after Info Column,,22.95,,"Charles Ninot is een familiebedrijf in het hart van de Bourgogne. Hun Meursault is een absolute topper, een krachtige en rijke chardonnay dankzij de rijping op eikenhout.",,,,,,1,2,1,,,,,4,75,75,10,10,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,Chardonnay,2011,Frankrijk,Wit,Bourgogne,Meursault,Charles Ninot,,"Op dronk, nog zeker enkele jaren op te leggen",Romig en elegant,,,simple,1,test in depth,,base
130,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Tweede wijn Château Grand-Puy Ducasse – Cinquième Grand Cru Classé. Robijnrood met tinten van violet. Een droomboeket met cassis en cacaoboter. Fijn, vrouwelijk en vol betoverende vruchtcomponenten. ",,,1,,,,inner,,,,,,,,Prélude à Grand-Puy Ducasse - Pauillac,,,Block after Info Column,,23.5,,Geweldige Pauillac met een gelaagdheid als een ontdekkingsreis.,,,,,,1,2,,,,,,4,75,33,33,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot",2008,Frankrijk,Rood,Bordeaux,Pauillac,Château Grand-Puy Ducasse,Tweede wijn,"Begint op dronk te komen, tenminste houdbaar tot 2020",Krachtig en complex,,,simple,1,test in depth,,base
132,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"De wijngaard van Prieuré in Margaux werd bijna vier eeuwen geleden aangeplant door monniken of Priors van Cantenac. De wijnen van dit chateau ademen de kenmerken van het terroir, elegant en verfijnd. Confidences is de tweede wijn van Grand Cru château Prieuré-Lichine.",,,1,,,,inner,,,,,,,,Confidences de Prieuré-Lichine - Pauillac,,,Block after Info Column,,23.95,,Een mooi gemaakte Margaux uit het topjaar 2009 met een kern van sappige pruim en zwarte kersen. Zacht en rond tot in de afdronk.,,,,,,1,2,,,,,,4,75,3,3,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot",2009,Frankrijk,Rood,Bordeaux,Margaux,Château Prieuré-Lichine,Tweede wijn,"Begint op dronk te komen, tenminste houdbaar tot 2020",Vol en soepel,,,simple,1,test in depth,,base
133,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Château de Rayne Vigneau is een Premier Grand Cru Classé uit Sauternes. In de ochtendnevel van de rivier de Ciron ondergaan de druiven in Sauternes een zogenaamde edele rotting. De individuele druiven worden handmatig geplukt als ze voldoende aangetast zijn om er een heerlijk zoete, nectar-achtige wijn van te maken die toch haar frisheid behoudt in de afdronk. Bijzonder genieten!",,,1,,,,inner,,,,,,,,"Château de Rayne Vigneau - Sauternes 0,5 liter",,,,,24.5,24.5,"Een top Grand Cru uit Sauternes, nu mooi op dronk. Een schitterend alternatief voor port bij kaasplank of dessert, in fles van 0,5 liter.",,,,,,1,2,,,,,,4,50,,,,50,28,28,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,"Sauvignon Blanc, Sémillon",1999,Frankrijk,Wit,Bordeaux,Sauternes,Château de Rayne Vigneau,Grand Cru,Op dronk,Zoet en dessertwijn,88,Parker,simple,1,test in depth,,base
135,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,Tweede wijn Château Talbot – Quatrième Grand Cru Classé. Een landgoed met een rijke geschiedenis en één van de oudste Crus Classés in Medoc. Altijd met strakke hand geleid op kwaliteit en zuiverheid. De wijnen hebben een rijk bouquet en smaak en een bijzondere elegantie.,,,1,,,,inner,,,,,,,,Connétable Talbot - Saint Julien,,,Block after Info Column,,25.2,,"Aangename neus met zwart fruit, een vleugje soja en Aziatische kruiden; soepele tannines, lange kruidige afdronk.",,,,,,1,2,2,,1,,,4,75,75,,75,30,30,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot",2009,Frankrijk,Rood,Bordeaux,Saint Julien,Château Talbot,Tweede wijn,"Begint op dronk te komen, nog zeker enkele jaren op te leggen",Vol en soepel,,,simple,1,test in depth,,base
136,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Deze schitterende Condrieu kan jong gedronken worden maar kan ook zeker 6 jaar opgelegd worden. Verpakt in dozen van 3 flessen. Flonkerend lichtgeel in het glas, met een rijke volle neus, een zeer soepele en ronde structuur en zeer lage zuurgraad. Heerlijk bij zoetwatervis, Aziatische keuken, asperges, foie gras, geitenkaas of als aperitief.",,,1,,,,inner,,,,,,,,Alain Paret Lys de Volan - Condrieu,,,Block after Info Column,,26.95,,De wijngaard van deze Lys de Volan ligt op granietrijke terrassen in de vorm van een amfitheater. Als iedere Condrieu 100% viognier. Een imposante en onvergelijkbare witte wijn uit de Rhône. ,,,,,,1,2,,,,,,4,75,30,30,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,Viognier,2011,Frankrijk,Wit,Côtes du Rhône,Condrieu,Alain Paret,,"Op dronk, tenminste houdbaar tot 2017",Romig en elegant,,,simple,1,test in depth,,base
141,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Het chateau grenst aan chateau Cantenac Brown en Brane-Cantenac in het noorden, en Giscours in het oosten, en is gelegen op één van de hoogste heuvels in de Médoc; de wijnen hebben veel finesse en zijn uitzonderlijk door hun prachtige kleuren en hun geparfumeerde aromatische smaak. Deze Cinquième Grand Cru Classé uit 2007 heeft 88 Parker punten.",,,1,,,,inner,,,,,,,,Château du Tertre - Margaux Grand Cru Classé,,,Block after Info Column,,30.95,,"Een Loire-achtige neus; zoete inzet, soepel in de mond met een vleugje donkere chocolade rondom rijp zwart fruit.",,,,,,1,2,2,1,,,,4,75,75,75,7,7,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc",2007,Frankrijk,Rood,Bordeaux,Margaux,Château du Tertre,Grand Cru,"Op dronk, nog zeker enkele jaren op te leggen",Vol en soepel,,,simple,1,test in depth,,base
142,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Gekonfijte citrus, gember en minerale aroma's integreren goed met de lichte, elegante structuur. Elegante champagne, van inzet tot aan de lange afdronk. Laurent-Perrier is gevestigd in het pittoreske dorpje Tours-sure-Marne - een ideale locatie op het kruispunt van de drie belangrijkste subregio's in de Champagne: Montagne de Reims, Vallée de la Marne en Côte des Blancs. Laurent-Perrier, opgericht in 1812, is nu het grootste Champagne merk in familiebezit en staat bekend om de elegantie van haar champagnes.",,,1,,,,inner,,,,,,,,Champagne Laurent Perrier Brut L-P,,,Block after Info Column,,38.45,,"Eén van de bestverkochte champagnes ter wereld, stijlvol en elegant met een historie die teruggaat tot 1812.",,,,,,1,2,1,,,,,4,75,75,8,8,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"Chardonnay, Pinot Noir, Pinot Meunier",,Frankrijk,Mousserend,Champagne,,Laurent Perrier,,Op dronk,Fris en droog,,,simple,1,test in depth,,base
143,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Neus van zoethout, geroosterde kruiden, zoete kersen en bloemen; geweldig zacht, fruitig en soepel, heerlijk! Château Cantemerle staat bekend om zijn elegante, verfijnde wijnen – soms omschreven door wijnschrijvers als “Margaux stijl” – waarin cabernet sauvignon de boventoon voert. Sinds oogstjaar 2005 scoort Cantemerle louter topwaarderingen van de wijncritici. Deze tweede wijn wordt op dezelfde wijze gemaakt als zijn grote broer maar van de wat jongere wijnstokken op het château. Granaatrood van kleur. Een bouquet van rijp bosfruit met een vleugje zwarte bessen. Weelderig en verfijnd van smaak. Vol en  zacht in de mond met een vleugje vanille dankzij 12 maanden opvoeding op frans eiken. Samenstelling: 61% cabernet sauvignon, 29% merlot, 10% cabernet franc. 
",,,1,,,,inner,,,,,,,,Château Cantemerle - Haut-Médoc Grand Cru Classé,,,Block after Info Column,,39.95,,"Château Cantemerle staat bekend om zijn elegante, verfijnde wijnen – soms omschreven door wijnschrijvers als “Margaux stijl”. Uit topjaar 2005, 90 parkerpunten.",,,,,,1,2,,1,,,,4,75,,75,18,18,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Cabernet Sauvignon, Merlot, Cabernet Franc",2005,Frankrijk,Rood,Bordeaux,Haut-Médoc,Château Cantemerle,Grand Cru,"Op dronk, tenminste houdbaar tot 2020",Vol en soepel,,,simple,1,test in depth,,base
144,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Een grote, vlezige rosé, zeer Pinot Noir-achtig, met blad, kersen en aarde accenten gekoppeld aan een stevige, gespierde structuur; heeft warmte en persoonlijkheid, met een langgerekte afdronk. Laurent-Perrier is gevestigd in het pittoreske dorpje Tours-sure-Marne - een ideale locatie op het kruispunt van de drie belangrijkste subregio's in de Champagne: Montagne de Reims, Vallée de la Marne en Côte des Blancs. Laurent-Perrier, opgericht in 1812, is nu het grootste Champagne merk in familiebezit en staat bekend om de elegantie van haar champagnes.",,,1,,,,inner,,,,,,,,Champagne Laurent Perrier Cuvée Rosé,,,Block after Info Column,,59.95,,"Zeer feestelijke rosé champagne in een schitterende klassieke fles, gemaakt van 100% pinot noir.",,,,,,1,2,1,,,,,4,75,75,13,13,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,Pinot Noir,,Frankrijk,Mousserend,Champagne,,Laurent Perrier,,Op dronk,Romig en elegant,,,simple,1,test in depth,,base
